match_id,set,w_games,l_games,w_tb_pt,l_tb_pt,w_tbs,l_tbs
176352,2,2,6,,,,
176352,3,4,6,,,,
176352,4,7,6,7,2,1,
176352,5,6,2,,,,
176353,1,6,4,,,,
176353,2,6,4,,,,
176353,3,6,4,,,,
176354,1,7,6,7,5,1,
176354,2,7,5,,,,
176354,3,6,7,2,7,,1
176354,4,6,4,,,,
176355,1,4,6,,,,
176355,2,6,1,,,,
176355,3,6,2,,,,
176355,4,6,2,,,,
176356,1,6,4,,,,
176356,2,6,3,,,,
176356,3,7,5,,,,
176357,1,6,3,,,,
176357,2,6,4,,,,
176357,3,6,4,,,,
176358,1,7,6,7,3,1,
176358,2,7,6,7,4,1,
176358,3,4,6,,,,
176358,4,7,6,8,6,1,
176359,1,1,6,,,,
176359,2,6,3,,,,
176359,3,6,4,,,,
176359,4,6,2,,,,
176360,1,6,3,,,,
176360,2,2,6,,,,
176360,3,2,6,,,,
176360,4,7,6,10,8,1,
176360,5,6,3,,,,
176361,1,6,4,,,,
176361,2,6,3,,,,
176361,3,7,6,7,1,1,
176362,1,3,6,,,,
176362,2,6,4,,,,
176362,3,7,6,7,3,1,
176362,4,7,6,7,4,1,
176363,1,7,6,7,1,1,
176363,2,6,4,,,,
176363,3,6,3,,,,
176364,1,6,4,,,,
176364,2,4,6,,,,
176364,3,2,6,,,,
176364,4,6,3,,,,
176364,5,6,4,,,,
